name,pred,gt,dice,iou,precision,recall,specificity,hd95,object_f1,object_precision,object_recall,object_dice,n_pred,n_gt
testA_44,D:\1unified_seg\test_results\visuals\uagland_glas\masks\testA_44.png,D:\1unified_seg\Gland_Segmentation\UAGlandSeg\train_out\glas\uagland\splits\test_labels\testA_44.png,0.6929929929939533,0.5302136784888842,0.7720799905220567,0.6286028840118004,0.6390998189965222,54.25308500864444,0.06666666666666667,0.045454545454545456,0.125,0.7929663292734848,22,8
testA_45,D:\1unified_seg\test_results\visuals\uagland_glas\masks\testA_45.png,D:\1unified_seg\Gland_Segmentation\UAGlandSeg\train_out\glas\uagland\splits\test_labels\testA_45.png,0.7469045400089243,0.5960475988124141,0.7879152004136366,0.7099518402663904,0.7484149242426492,60.83584469702052,0.25806451612903225,0.16,0.6666666666666666,0.7687872931203514,25,6
testA_46,D:\1unified_seg\test_results\visuals\uagland_glas\masks\testA_46.png,D:\1unified_seg\Gland_Segmentation\UAGlandSeg\train_out\glas\uagland\splits\test_labels\testA_46.png,0.5889308417020326,0.41736497338920636,0.8255444544599846,0.4577365699459581,0.7770316087042226,33.0,0.16326530612244897,0.125,0.23529411764705882,0.800069605291884,32,17
testA_47,D:\1unified_seg\test_results\visuals\uagland_glas\masks\testA_47.png,D:\1unified_seg\Gland_Segmentation\UAGlandSeg\train_out\glas\uagland\splits\test_labels\testA_47.png,0.8244455237175832,0.7013248133985108,0.8468302481668795,0.8032137381957691,0.9064066037241197,98.82054121668935,0.17283950617283952,0.0945945945945946,1.0,0.8450903077422147,74,7
testA_48,D:\1unified_seg\test_results\visuals\uagland_glas\masks\testA_48.png,D:\1unified_seg\Gland_Segmentation\UAGlandSeg\train_out\glas\uagland\splits\test_labels\testA_48.png,0.8471557861971714,0.7348397780504738,0.8707351003079853,0.8248198470006005,0.6960855195233759,66.63519850440741,0.12765957446808512,0.08108108108108109,0.3,0.8201525969920059,37,10
testA_49,D:\1unified_seg\test_results\visuals\uagland_glas\masks\testA_49.png,D:\1unified_seg\Gland_Segmentation\UAGlandSeg\train_out\glas\uagland\splits\test_labels\testA_49.png,0.5573306435887074,0.3863190419304319,0.549006410260024,0.5659111933430858,0.8014519645270481,72.56721022610694,0.0,0.0,0.0,0.0,32,8
testA_5,D:\1unified_seg\test_results\visuals\uagland_glas\masks\testA_5.png,D:\1unified_seg\Gland_Segmentation\UAGlandSeg\train_out\glas\uagland\splits\test_labels\testA_5.png,0.37935708602498114,0.23407814439301816,0.4886688389767322,0.31001003927043747,0.5454631789529403,31.827660925679098,0.0,0.0,0.0,0.0,65,22
testA_50,D:\1unified_seg\test_results\visuals\uagland_glas\masks\testA_50.png,D:\1unified_seg\Gland_Segmentation\UAGlandSeg\train_out\glas\uagland\splits\test_labels\testA_50.png,0.7003872809529127,0.5389199956953864,0.768597008509409,0.6432973657343155,0.6757335456624697,34.92849839314596,0.0851063829787234,0.05714285714285714,0.16666666666666666,0.7653678247250015,35,12
testA_51,D:\1unified_seg\test_results\visuals\uagland_glas\masks\testA_51.png,D:\1unified_seg\Gland_Segmentation\UAGlandSeg\train_out\glas\uagland\splits\test_labels\testA_51.png,0.4975248529880893,0.3311368271082718,0.5128618831660563,0.4830784891468412,0.758508675624277,227.39788873679845,0.0,0.0,0.0,0.0,70,3
testA_52,D:\1unified_seg\test_results\visuals\uagland_glas\masks\testA_52.png,D:\1unified_seg\Gland_Segmentation\UAGlandSeg\train_out\glas\uagland\splits\test_labels\testA_52.png,0.6281090026798275,0.45784177016124833,0.7311851832519318,0.5505037343726773,0.7953859690121471,110.3784368911964,0.11594202898550725,0.07017543859649122,0.3333333333333333,0.751517625302278,57,12
testA_53,D:\1unified_seg\test_results\visuals\uagland_glas\masks\testA_53.png,D:\1unified_seg\Gland_Segmentation\UAGlandSeg\train_out\glas\uagland\splits\test_labels\testA_53.png,0.48158406879619103,0.31716215491593197,0.3779749641272398,0.66344523144873,0.730066778067043,259.6965484748785,0.09638554216867469,0.05128205128205128,0.8,0.7464293975678705,78,5
testA_54,D:\1unified_seg\test_results\visuals\uagland_glas\masks\testA_54.png,D:\1unified_seg\Gland_Segmentation\UAGlandSeg\train_out\glas\uagland\splits\test_labels\testA_54.png,0.651190659088183,0.4827892566707039,0.6346431092398681,0.6686242253536062,0.5324811824303682,37.4966594105487,0.034482758620689655,0.029411764705882353,0.041666666666666664,0.7282037640667551,34,24
testA_55,D:\1unified_seg\test_results\visuals\uagland_glas\masks\testA_55.png,D:\1unified_seg\Gland_Segmentation\UAGlandSeg\train_out\glas\uagland\splits\test_labels\testA_55.png,0.6500242979998521,0.4815081464339395,0.7956191165832439,0.5494731202016451,0.6828651685418711,57.0,0.03389830508474576,0.022222222222222223,0.07142857142857142,0.7393249641744788,45,14
