cluster,count,score,L,S,V,hema,edge,tissue
7,2560,0.5331289291381835,0.5500732064247131,0.4957268238067627,0.7443925142288208,0.5423395037651062,0.13214111328125,0.9762008786201477
1,7824,0.5288060247898101,0.5659229755401611,0.4773437976837158,0.7610086798667908,0.5356694459915161,0.13152074813842773,0.9892247915267944
0,4560,0.5013238117098808,0.6173526644706726,0.42050814628601074,0.7978359460830688,0.46902820467948914,0.19701659679412842,0.9726331233978271
5,3088,0.48385723382234574,0.6319783329963684,0.4148288369178772,0.8114561438560486,0.45476213097572327,0.14624086022377014,0.9703773260116577
3,8329,0.47851510643959055,0.6519530415534973,0.41139107942581177,0.8358548879623413,0.44208914041519165,0.14707398414611816,0.9734427332878113
4,3795,0.4675545334815979,0.6539721488952637,0.3825913965702057,0.8220093250274658,0.41659796237945557,0.183882474899292,0.9557453989982605
2,6344,0.4260662391781807,0.6948868632316589,0.35609811544418335,0.854236364364624,0.3823550045490265,0.14796987175941467,0.8808636665344238
6,1897,0.38251618891954425,0.7528729438781738,0.28601589798927307,0.8909883499145508,0.3008505403995514,0.1182236522436142,0.9200711846351624
